tailid;coordsys;x;y;z
22772;utm33;17176;6714546;
22774;utm33;-16695;6672061;
22775;utm33;-31367;6751787;
22777;utm33;-34561;6748881;
22779;utm33;30235;6688987;
22781;utm33;-20497;6747788;
22782;utm33;-43092;6763736;
22783;utm33;;;
22785;utm33;-47807;6722869;
22786;utm33;5485;6626531;
22787;utm33;-40002;6548470;
22789;utm33;-74444;6617871;
22791;utm33;-31635;6733640;
22793;utm33;-41261;6700442;
22795;utm33;;;
22798;utm33;87855;6480119;
22799;utm33;60355;6522493;
22801;utm33;-16127;6534169;
22803;utm33;-23952;6514262;
22804;utm33;-20513;6594960;
22806;utm33;-27913;6550094;
22807;utm33;-50924;6626624;
22809;utm33;-42195;6540780;
22810;utm33;-50897;6611746;
22811;utm33;-33654;6560539;
22815;utm33;-31833;6588039;
22816;utm33;-33205;6560529;
41323;utm33;262356;6649071;
26006;utm33;-31703;6734325;
26007;utm33;56431;6899793;
26008;utm33;473266;7463283;
26011;utm33;243826;6617201;
26013;utm33;-32968;6735308;
26014;utm33;286853;6746349;
26016;utm33;417566;7303248;
26017;utm33;261929;6649467;
22875;utm33;173495;6585521;
22876;utm33;195740;6557484;
22877;utm33;163518;6601035;
22878;utm33;160148;6565986;
22879;utm33;105522;6581188;
40662;utm33;269918;7041847;
22881;utm33;178005;6538989;
22882;utm33;130947;6602905;
22883;utm33;128359;6560808;
24592;utm33;370946;7169708;
24594;utm33;587778;7631211;
24595;utm33;612423;7085220;
24596;utm33;87230;6501408;
24597;utm33;244630;6687145;
24598;utm33;17125;6714275;
24599;utm33;48546;6855805;
24600;utm33;909568;7741733;
24601;utm33;676456;7768303;
42124;utm33;328714;7103210;
24603;utm33;446513;7328929;
24604;utm33;150847;6764464;
24606;utm33;257332;6652924;
24607;utm33;-40487;6553335;
24608;utm33;273634;7027025;
24624;utm33;-24081;6514200;
24631;utm33;-50815;6626526;
24639;utm33;283464;6611303;
24649;utm33;473071;7462898;
24661;utm33;249745;6647868;
42262;utm33;;;
24670;utm33;278971;6652827;
24672;utm33;270693;6663337;
42722;utm33;14103;6847489;
24674;utm33;307783;6643375;
42762;utm33;270592;7040569;
24676;utm33;244470;6641697;
24682;utm33;815381;7783623;
24687;utm33;136567;6496653;
24688;utm33;261957;6649713;
24689;utm33;261957;6649713;
24690;utm33;263126;6649945;
24694;utm33;270884;6652072;
24697;utm33;338166;6705859;
24698;utm33;263597;6650819;
24699;utm33;-35713;6801489;
25643;utm33;-31969;6573123;
25645;utm33;261896;6649796;
25646;utm33;815483;7783700;
25652;utm33;-31698;6572899;
25653;utm33;181873;6663391;
25654;utm33;;;
22184;utm33;76354;6813923;
20716;utm33;229884;6632744;
20686;utm33;30398;6689423;
20664;utm33;599581;7592523;
20607;utm33;815409;7783582;
20609;utm33;909816;7742388;
44022;utm33;353540;6800907;
27482;utm33;227418;6951690;
27484;utm33;245693;6976375;
27485;utm33;249963;7060399;
21160;utm33;819889;7862849;
25306;utm33;292324;6617244;
22565;utm33;261006;6652340;
27521;utm33;540825;7589438;
31059;utm33;293291;6926240;
31060;utm33;618307;7682803;
31061;utm33;618307;7682803;
31062;utm33;653916;7734002;
31063;utm33;270786;7042768;
40022;utm33;370749;7264007;
40023;utm33;442261;7560010;
40024;utm33;392989;7324614;
40025;utm33;516891;7620599;
40026;utm33;481975;7568652;
40027;utm33;321459;7198072;
40028;utm33;196076;7082459;
40029;utm33;16067;6947477;
40030;utm33;133978;7019195;
40031;utm33;;;
40035;utm33;-51206;6611943;
40036;utm33;88200;6466053;
42823;utm33;88077;6466940;
26022;utm33;46431;6738624;
26024;utm33;125525;6485086;
26031;utm33;;;
26035;utm33;163040;7016385;
26042;utm33;170027;6744540;
26039;utm33;819935;7862679;
26048;utm33;770258;7848123;
26056;utm33;-31666;6573639;
26059;utm33;192346;6575874;
26101;utm33;286703;6746201;
26104;utm33;472897;7462763;
26099;utm33;230227;6632466;
26321;utm33;473219;7463256;
26322;utm33;-31895;6569738;
26325;utm33;;;
26327;utm33;195054;6567551;
26329;utm33;262738;6649220;
26331;utm33;391273;7324149;
26332;utm33;;;
26333;utm33;;;
26339;utm33;-50761;6625625;
22687;utm33;225575;7041912;
22692;utm33;328356;7103816;
22724;utm33;170748;6965705;
22727;utm33;154780;6994344;
22778;utm33;813;6777112;
22780;utm33;-27572;6710631;
22784;utm33;-32355;6665008;
22730;utm33;-1660;6752269;
22734;utm33;44904;6957920;
22773;utm33;12702;6725409;
22776;utm33;-26956;6783107;
22812;utm33;;;
24380;utm33;265331;6586498;
24406;utm33;124670;6958788;
24410;utm33;207666;7004925;
24422;utm33;181895;6663373;
24425;utm33;280163;6649652;
24374;utm33;314325;6943467;
24491;utm33;-43557;6732862;
24478;utm33;99365;6931504;
24526;utm33;640147;7665797;
24529;utm33;331831;7153733;
24531;utm33;279290;6682490;
24538;utm33;219625;6634267;
24502;utm33;257035;6643328;
24474;utm33;173737;6585190;
24477;utm33;309445;6700069;
24517;utm33;337506;7035902;
24522;utm33;100375;6980796;
24509;utm33;55295;6456879;
24512;utm33;-28091;6783668;
24541;utm33;833272;7846196;
24548;utm33;769359;7774645;
24552;utm33;215019;6556641;
24575;utm33;16054;6947409;
24579;utm33;274674;6620497;
24582;utm33;237437;6669735;
24587;utm33;248215;6624497;
24590;utm33;45660;6496575;
24636;utm33;163109;6601272;
24619;utm33;27810;6896856;
26018;utm33;;;
26019;utm33;203891;7031678;
26020;utm33;446739;7328926;
26021;utm33;150855;6764438;
26023;utm33;602645;7622210;
26026;utm33;370713;7151446;
26027;utm33;338014;6705297;
26028;utm33;;;
26029;utm33;255638;6784736;
26030;utm33;-35713;6801489;
26032;utm33;496266;7605666;
26033;utm33;293232;6559298;
26036;utm33;286619;6746272;
26037;utm33;287486;6746396;
26038;utm33;525645;7552330;
26040;utm33;61668;6970043;
26043;utm33;425405;7269436;
26044;utm33;255438;6703418;
26046;utm33;36948;6947507;
26047;utm33;562119;7632709;
26049;utm33;453417;7275439;
26050;utm33;-50742;6626242;
26052;utm33;474083;7462284;
26054;utm33;255885;6784291;
26057;utm33;62542;6810653;
26058;utm33;271402;7042359;
26060;utm33;653481;7731577;
26231;utm33;262222;6649687;
35761;utm33;94933;6968268;
20875;utm33;1076529;7807110;
36046;utm33;;;
35783;utm33;266045;6650875;
20976;utm33;303291;7082612;
23680;utm33;265300;6586545;
23657;utm33;264544;6637748;
23728;utm33;473612;7463384;
24779;utm33;-11202;6714093;
24780;utm33;163678;6600923;
24781;utm33;478412;7618844;
24782;utm33;267192;6643715;
24783;utm33;-50170;6669500;
24785;utm33;994692;7841830;
24786;utm33;193471;6896373;
24787;utm33;229908;6632621;
24788;utm33;160143;6565961;
24789;utm33;607132;7666925;
24790;utm33;386211;7334018;
24791;utm33;27766;6896763;
24792;utm33;116864;6998733;
24793;utm33;64656;6729742;
24539;utm33;133978;7019195;
24605;utm33;-51070;6611836;
39882;utm33;266598;6640440;
24626;utm33;313343;6754539;
24580;utm33;222397;6609137;
24610;utm33;-31470;6733846;
24650;utm33;244192;7081184;
24704;utm33;286245;6746363;
42242;utm33;;;
24712;utm33;453418;7275439;
31127;utm33;108716;6810954;
31025;utm33;231141;6574880;
42342;utm33;-31935;6741484;
43342;utm33;;;
24827;utm33;-31576;6732432;
24830;utm33;1011467;7921258;
24837;utm33;473818;7463394;
42582;utm33;288695;6673254;
36983;utm33;249494;6647870;
29168;utm33;617996;7682853;
29169;utm33;263804;6648897;
36984;utm33;261983;6649857;
36985;utm33;272399;7040727;
37002;utm33;516897;7620499;
43362;utm33;292322;6607447;
29190;utm33;268695;6652636;
29192;utm33;286555;6746125;
42624;utm33;273436;7044321;
42625;utm33;280132;6653817;
29196;utm33;197838;6564954;
42626;utm33;732827;7751400;
29199;utm33;235135;6603482;
29202;utm33;261888;6652063;
29211;utm33;816110;7783988;
29213;utm33;-34094;6570605;
29214;utm33;255884;6649254;
42629;utm33;496386;7605319;
42642;utm33;543971;7690892;
42643;utm33;478338;7620457;
42644;utm33;238296;6579805;
29220;utm33;261959;7024957;
29221;utm33;268695;6652636;
29222;utm33;267609;7034284;
29223;utm33;-31242;6727830;
29225;utm33;264794;6746768;
26129;utm33;33753;6471289;
23531;utm33;189731;6874325;
23532;utm33;209357;6762247;
42657;utm33;227125;6629752;
23536;utm33;255685;6784196;
22236;utm33;313468;6753979;
22238;utm33;-32259;6735478;
23634;utm33;267438;6646931;
23635;utm33;267482;6645644;
23636;utm33;256753;6653440;
23638;utm33;269624;6653167;
23639;utm33;270757;6654426;
23640;utm33;353471;6801091;
23641;utm33;304705;6782891;
23642;utm33;;;
23643;utm33;343907;6865111;
23644;utm33;309385;6699968;
23645;utm33;272599;6654192;
23646;utm33;270884;6652073;
23647;utm33;265546;6644861;
23653;utm33;253220;6650497;
23654;utm33;285238;6649228;
23655;utm33;283598;6706347;
23656;utm33;303791;6670252;
23658;utm33;265980;6627395;
23659;utm33;260095;6614706;
23660;utm33;244140;6641959;
23661;utm33;293548;6693925;
23662;utm33;253824;6622076;
23663;utm33;274356;6650271;
23664;utm33;257098;6643291;
23665;utm33;280163;6649652;
23666;utm33;290651;6655929;
23667;utm33;262968;6621504;
23669;utm33;283507;6631484;
23670;utm33;279538;6666024;
24271;utm33;290378;6655680;
24274;utm33;141923;6655211;
24281;utm33;46313;6954441;
39042;utm33;-31484;6733883;
36982;utm33;238049;6579959;
25417;utm33;254468;6653772;
37364;utm33;1056104;7842085;
25430;utm33;261565;6622029;
25432;utm33;261864;6649123;
25433;utm33;262785;6650707;
25435;utm33;268694;6652414;
25436;utm33;261466;6649579;
25439;utm33;262189;6649849;
25445;utm33;-31529;6734085;
25447;utm33;226953;6564933;
25449;utm33;617868;7682801;
25452;utm33;-32069;6665492;
26137;utm33;288760;7058117;
36521;utm33;;;
36541;utm33;262326;6649365;
36542;utm33;-31577;6572197;
41227;utm33;-37965;6565154;
21808;utm33;254070;6800893;
38562;utm33;262016;6649115;
44484;utm33;;;
44502;utm33;819382;7863864;
20913;utm33;-33904;6560209;
20930;utm33;292222;6737160;
20931;utm33;-32112;6573694;
35561;utm33;;;
44503;utm33;1078111;7807369;
44504;utm33;313365;6754766;
20956;utm33;232450;6754390;
35562;utm33;;;
35563;utm33;;;
35564;utm33;;;
35565;utm33;;;
20989;utm33;214894;6556496;
35567;utm33;;;
22317;utm33;135615;6498379;
23753;utm33;236248;7073758;
23754;utm33;203759;7031565;
37745;utm33;101849;6980661;
42222;utm33;261019;6650260;
37744;utm33;286703;6746201;
23759;utm33;273672;7042989;
23760;utm33;273656;7043010;
42483;utm33;-43767;6732947;
23763;utm33;-31675;6573642;
21629;utm33;21529;6819907;
21631;utm33;89249;6832112;
21633;utm33;76852;6814219;
21634;utm33;-46673;6813411;
21635;utm33;46770;6801534;
21636;utm33;108716;6810954;
24794;utm33;292934;6607172;
24795;utm33;250033;7060465;
24796;utm33;293516;6693853;
24797;utm33;-24051;6513532;
24800;utm33;283474;6631364;
24801;utm33;339534;6850944;
24804;utm33;-11043;6886693;
24805;utm33;370864;7264327;
24807;utm33;84685;6543670;
24808;utm33;66058;6604607;
24810;utm33;76884;6777534;
24812;utm33;-42519;6702256;
24814;utm33;128018;7012776;
24815;utm33;46072;6815436;
24816;utm33;575353;7582247;
24820;utm33;481441;7432330;
24821;utm33;589975;7705964;
24823;utm33;-31555;6725860;
24826;utm33;-37716;6732227;
24828;utm33;-32142;6734498;
24829;utm33;-30922;6742328;
24831;utm33;376759;7220800;
24832;utm33;104071;6485550;
24834;utm33;265594;6650886;
24835;utm33;-16912;6533359;
24836;utm33;244202;7081254;
24838;utm33;175765;7031819;
24840;utm33;136091;7018296;
25757;utm33;260573;6651636;
25761;utm33;653898;7735543;
25764;utm33;261802;6655395;
25769;utm33;261682;6621857;
25771;utm33;897302;7911053;
25772;utm33;473123;7462777;
25774;utm33;133591;7018443;
25778;utm33;309444;6700069;
25780;utm33;232450;6754390;
25782;utm33;328877;7103127;
21159;utm33;14210;6847408;
34921;utm33;;;
22187;utm33;259527;7078675;
22189;utm33;262101;6998235;
35191;utm33;270225;7041570;
35198;utm33;192280;6575724;
35266;utm33;243409;6636304;
37863;utm33;191727;6576864;
35267;utm33;561739;7605294;
23539;utm33;221501;6840361;
23540;utm33;212090;6860895;
23541;utm33;203950;6755414;
23545;utm33;175773;6787564;
23546;utm33;244454;6687110;
23548;utm33;161597;6872906;
23550;utm33;232450;6754390;
23552;utm33;231288;6835219;
23554;utm33;260554;6740311;
43402;utm33;283348;6611639;
23575;utm33;279501;6655170;
23581;utm33;238989;6899284;
23582;utm33;285994;6746355;
23583;utm33;306225;6935117;
23584;utm33;292049;6737473;
23585;utm33;316459;6684254;
23586;utm33;326812;6730620;
23587;utm33;243553;6797435;
42659;utm33;290257;6609779;
23606;utm33;264365;6640527;
42922;utm33;-28642;6841674;
23614;utm33;313489;6754477;
23615;utm33;333567;6676529;
23616;utm33;293291;6926240;
23618;utm33;280896;6911851;
23619;utm33;336469;6723444;
23620;utm33;339522;6653299;
23629;utm33;260655;6651419;
23630;utm33;263644;6652114;
23631;utm33;263058;6650181;
23632;utm33;266106;6652425;
23633;utm33;263913;6649352;
24919;utm33;255000;6622591;
24920;utm33;286935;6676293;
24921;utm33;247308;6645761;
24922;utm33;266520;6651068;
24924;utm33;212106;6861098;
24925;utm33;235509;6582068;
24926;utm33;215252;6556897;
24931;utm33;333291;7153896;
24933;utm33;295439;7045122;
24938;utm33;241324;7029015;
24939;utm33;227417;6951708;
24940;utm33;270409;7038241;
24942;utm33;133878;6497727;
34428;utm33;653569;7731932;
24950;utm33;287651;6746154;
24951;utm33;311815;6755077;
24952;utm33;279100;6910996;
24953;utm33;334852;6675881;
24127;utm33;59769;6522385;
24128;utm33;336280;6723439;
24138;utm33;99719;6980507;
24140;utm33;254353;6596375;
24141;utm33;248550;6806816;
31064;utm33;353459;6801030;
31065;utm33;404409;7366068;
31066;utm33;283943;6610940;
31068;utm33;147047;6514628;
31069;utm33;301032;7015949;
31070;utm33;280951;6911790;
31071;utm33;557328;7554478;
31072;utm33;-28535;6690234;
31073;utm33;-41000;6626044;
31074;utm33;238240;6580061;
31075;utm33;287383;6673681;
31076;utm33;44151;6721893;
31077;utm33;27501;6945531;
31078;utm33;57513;6741862;
31079;utm33;-51115;6611531;
31080;utm33;1056111;7842138;
31081;utm33;-1722;6752268;
31082;utm33;74146;6587535;
31085;utm33;154026;6793799;
31086;utm33;8267;6921252;
31087;utm33;1097807;7887410;
31088;utm33;417566;7303248;
31089;utm33;360564;7287054;
31090;utm33;145252;6528401;
31091;utm33;88050;6480296;
31092;utm33;326762;7078582;
31093;utm33;315830;7110873;
31094;utm33;265617;6627092;
31095;utm33;95044;6968347;
31096;utm33;175754;6787610;
31097;utm33;260886;6740440;
31098;utm33;442525;7559596;
31099;utm33;370576;7263461;
31101;utm33;339182;7198065;
31102;utm33;-17563;6643330;
31103;utm33;104353;6624351;
31104;utm33;39254;6928176;
31105;utm33;32031;6752087;
31107;utm33;481964;7568627;
31108;utm33;-17508;6906443;
31109;utm33;190029;6874590;
31110;utm33;263436;6587381;
31112;utm33;503549;7644866;
31114;utm33;236412;7072995;
31116;utm33;39254;6928176;
31117;utm33;271355;6733630;
31118;utm33;214446;6636549;
31119;utm33;254070;6800893;
31120;utm33;-43370;6732439;
31121;utm33;180984;6793342;
31122;utm33;266210;7101448;
31123;utm33;148100;6738921;
31124;utm33;44123;6957977;
31125;utm33;123682;6532769;
31126;utm33;304690;6783176;
31128;utm33;265617;6627092;
33347;utm33;;;
33348;utm33;;;
33349;utm33;;;
33350;utm33;;;
33351;utm33;;;
33352;utm33;;;
33353;utm33;;;
33354;utm33;;;
21637;utm33;-27800;6870235;
21640;utm33;-16304;6672285;
21643;utm33;-28755;6551199;
21645;utm33;-40823;6553057;
21646;utm33;7628;6510645;
21649;utm33;-40031;6548328;
21651;utm33;-2260;6599725;
21652;utm33;-37751;6577765;
21654;utm33;-37933;6565090;
21657;utm33;-51115;6611531;
21658;utm33;13218;6644020;
22679;utm33;;;
22680;utm33;373210;7127103;
22682;utm33;296617;7044213;
22683;utm33;326683;7078797;
22684;utm33;321506;7198380;
22686;utm33;461391;7354882;
22688;utm33;270641;7041837;
22689;utm33;331638;6994615;
22690;utm33;236208;7073848;
22691;utm33;266273;7101301;
22693;utm33;303448;7158825;
22694;utm33;321652;7175006;
22695;utm33;27334;6945844;
22696;utm33;17750;6918650;
22697;utm33;94933;6968268;
22699;utm33;78996;6954711;
22700;utm33;39393;6927843;
22701;utm33;44904;6957920;
22702;utm33;270641;7041837;
22703;utm33;242604;7052380;
22704;utm33;244712;7081281;
22706;utm33;;;
22708;utm33;311259;6973568;
22709;utm33;273823;7026942;
22710;utm33;;;
22711;utm33;233183;7010651;
22712;utm33;263330;7026176;
22713;utm33;261812;6998389;
22715;utm33;242182;7030242;
22716;utm33;283102;7137877;
22717;utm33;245143;6976658;
22718;utm33;249948;7060394;
22719;utm33;;;
22720;utm33;314345;6943632;
22722;utm33;253097;7031182;
22723;utm33;46313;6954441;
22725;utm33;182253;6998147;
22726;utm33;65609;6946180;
22731;utm33;31351;6752005;
22732;utm33;-17242;6643321;
22733;utm33;-52602;6751479;
22735;utm33;87308;6991345;
22736;utm33;175819;7031838;
22737;utm33;128108;7012869;
22738;utm33;116985;6998825;
22740;utm33;101276;6993762;
25901;utm33;;;
22432;utm33;1076928;7807279;
22433;utm33;815445;7783912;
22439;utm33;260982;6649683;
22440;utm33;259740;6649627;
22441;utm33;260828;6649234;
22445;utm33;262877;6649176;
22456;utm33;263265;6621919;
22460;utm33;;;
22463;utm33;260546;6650361;
22464;utm33;261412;6649427;
22465;utm33;259437;6650417;
22471;utm33;261085;6650395;
22472;utm33;260983;6650635;
22817;utm33;13547;6644309;
22818;utm33;-8671;6500008;
22820;utm33;-31727;6573815;
22821;utm33;-13273;6577175;
22822;utm33;46621;6464013;
22823;utm33;33674;6471606;
22824;utm33;54770;6456626;
22825;utm33;62571;6472045;
22826;utm33;81777;6516160;
22827;utm33;129122;6502794;
24516;utm33;443353;7417892;
24518;utm33;74509;6976752;
24520;utm33;822;6777217;
24523;utm33;419975;7536666;
24528;utm33;316747;7127476;
24530;utm33;412951;7201765;
24533;utm33;404409;7366068;
24534;utm33;89251;6832107;
24536;utm33;599607;7593825;
24143;utm33;640019;7665654;
24146;utm33;331739;7153744;
38903;utm33;270770;7040106;
24149;utm33;35492;6922645;
24161;utm33;78824;6954785;
38902;utm33;291418;6560273;
24173;utm33;258123;6652107;
24174;utm33;33842;6471451;
24176;utm33;104354;6624350;
25358;utm33;65433;6945958;
25359;utm33;76932;6462033;
25360;utm33;367732;7246198;
25361;utm33;246309;6738268;
25362;utm33;203743;6755323;
25363;utm33;525543;7470311;
25364;utm33;231286;6835222;
25365;utm33;316459;6684254;
25366;utm33;625335;7673982;
25367;utm33;270282;7041668;
25369;utm33;290281;6655935;
25370;utm33;270225;7041570;
25371;utm33;192308;6575567;
25372;utm33;285985;6746276;
25373;utm33;199072;6628361;
25374;utm33;89578;6468650;
25375;utm33;261984;6655419;
25377;utm33;653841;7735303;
25378;utm33;271671;7042696;
25379;utm33;653515;7731537;
25380;utm33;-31605;6733705;
25382;utm33;-31591;6573586;
25383;utm33;-32014;6573603;
25386;utm33;328773;7103152;
25388;utm33;296660;7044273;
25389;utm33;;;
25390;utm33;231885;6574220;
25391;utm33;86338;6942467;
25393;utm33;99641;6980387;
25394;utm33;472987;7462730;
25395;utm33;-31607;6573599;
25408;utm33;653760;7732372;
21441;utm33;192635;6576527;
21442;utm33;286272;6746731;
21448;utm33;131000;6602872;
21458;utm33;820654;7676742;
25660;utm33;353381;7155577;
25661;utm33;;;
33355;utm33;;;
33356;utm33;;;
33357;utm33;;;
33358;utm33;;;
22186;utm33;273795;7040752;
22264;utm33;285136;6666170;
22354;utm33;13643;6847319;
22225;utm33;229020;6633238;
30797;utm33;21529;6819907;
22235;utm33;286144;6746546;
22306;utm33;262276;6649518;
22376;utm33;-32108;6734107;
28264;utm33;88918;6468141;
21330;utm33;417413;7303245;
21432;utm33;1056111;7842138;
28269;utm33;-30917;6726429;
28271;utm33;1076661;7807049;
28275;utm33;561800;7632003;
28276;utm33;652749;7730592;
28277;utm33;474203;7463855;
28282;utm33;328722;7102582;
28284;utm33;265983;7036378;
28286;utm33;102062;6980783;
28289;utm33;76509;6813821;
28292;utm33;228277;6633179;
28294;utm33;238240;6580061;
28295;utm33;271073;6654250;
28298;utm33;276960;6578762;
28301;utm33;288869;6747563;
38104;utm33;;;
29859;utm33;270225;7041570;
26341;utm33;;;
26182;utm33;261374;6649406;
26155;utm33;268173;6571040;
26084;utm33;255392;6785287;
25909;utm33;406600;7328523;
24041;utm33;-32104;6734498;
23698;utm33;268334;6570078;
22769;utm33;-43422;6732088;
25902;utm33;213965;6595706;
25903;utm33;214894;6556496;
25905;utm33;613440;7628793;
25906;utm33;947287;7917085;
25908;utm33;61072;6810979;
25910;utm33;345218;7222777;
25911;utm33;283754;7068032;
25912;utm33;-40678;6553118;
25913;utm33;273653;7027052;
25914;utm33;262798;6648799;
25915;utm33;198605;6626282;
25917;utm33;333565;6676514;
25928;utm33;177909;6538808;
25930;utm33;260140;6651570;
25937;utm33;-42323;6535232;
25939;utm33;317737;7088485;
25940;utm33;265604;6627022;
27103;utm33;257400;6653530;
44062;utm33;263526;6654088;
44122;utm33;266101;6627606;
27125;utm33;262127;6649664;
27130;utm33;262127;6649664;
22372;utm33;328076;7103369;
22390;utm33;88093;6466961;
22796;utm33;78874;6468214;
24004;utm33;-13555;6576848;
24083;utm33;270225;7041570;
24059;utm33;653180;7731097;
25012;utm33;;;
25293;utm33;238349;6579033;
25409;utm33;88266;6466524;
25595;utm33;;;
21655;utm33;-13607;6576665;
24537;utm33;7192;6854837;
24540;utm33;201749;6684017;
24542;utm33;12661;6725547;
24543;utm33;29863;6492025;
24545;utm33;131000;6602873;
24546;utm33;-48977;6586826;
24547;utm33;547351;7629358;
24549;utm33;715017;7731463;
24551;utm33;213556;6595418;
24553;utm33;613477;7628957;
24554;utm33;947028;7917115;
24555;utm33;62516;6810686;
24558;utm33;88147;6466560;
24559;utm33;406599;7328523;
24560;utm33;345215;7222788;
24561;utm33;283753;7068032;
24565;utm33;233203;6637280;
24566;utm33;432305;7149481;
24569;utm33;46620;6464013;
24570;utm33;-31367;6751787;
24571;utm33;161799;6872757;
24572;utm33;776647;7810021;
24573;utm33;7628;6510645;
24574;utm33;376919;7320817;
24576;utm33;201423;7066607;
24577;utm33;158898;6623838;
24578;utm33;-2369;6599507;
24583;utm33;234927;6603799;
24584;utm33;311706;6973446;
24586;utm33;283557;6706429;
24588;utm33;272255;6549953;
24589;utm33;-20857;6820585;
25578;utm33;278513;6577862;
25580;utm33;13534;6644277;
25581;utm33;173671;6598300;
25582;utm33;300975;7015989;
25583;utm33;-3638;6916688;
25585;utm33;211829;6860993;
36901;utm33;259630;6649884;
36902;utm33;;;
36903;utm33;;;
36904;utm33;;;
20998;utm33;46621;6464013;
36905;utm33;;;
37164;utm33;962967;7930579;
37185;utm33;243837;6595019;
43123;utm33;254344;6596886;
44642;utm33;264745;6746682;
37187;utm33;192191;6576144;
28067;utm33;-49049;6623415;
28068;utm33;27906;6896212;
22542;utm33;652946;7731199;
24842;utm33;55575;6956708;
24975;utm33;480265;7568948;
28101;utm33;-32824;6566507;
28144;utm33;312065;6754589;
22212;utm33;371289;7263672;
25668;utm33;260552;6651507;
25670;utm33;877621;7802624;
25671;utm33;194424;6568079;
25672;utm33;;;
25674;utm33;-43255;6764204;
25677;utm33;461445;7354862;
25679;utm33;-37752;6577765;
42490;utm33;-37657;6577976;
42502;utm33;-31811;6571790;
44342;utm33;418391;7302866;
21722;utm33;230911;6591109;
44522;utm33;-31212;6751298;
44523;utm33;-31508;6732369;
25697;utm33;261977;6649694;
25698;utm33;261977;6649694;
44525;utm33;30251;6688065;
25703;utm33;261502;6649292;
35721;utm33;326683;7078797;
44542;utm33;-27260;6869982;
21810;utm33;290845;6655753;
21811;utm33;287383;6673681;
21812;utm33;333568;6676682;
21813;utm33;339566;6653349;
21814;utm33;338303;6705956;
21817;utm33;316459;6684254;
21826;utm33;263436;6587381;
21830;utm33;265617;6627092;
21836;utm33;278794;6653035;
21837;utm33;283640;6679344;
21838;utm33;308169;6643479;
21842;utm33;274397;6650241;
21843;utm33;303745;6670141;
21844;utm33;270662;6663376;
21845;utm33;311531;6569345;
21846;utm33;310784;6598203;
21848;utm33;283943;6610940;
26130;utm33;238366;6580021;
43163;utm33;268181;6651324;
26135;utm33;254237;6622371;
26136;utm33;129122;6502794;
26138;utm33;270335;7041707;
21818;utm33;268173;6571040;
29866;utm33;270132;7037977;
43682;utm33;260651;6649556;
22198;utm33;191364;6773085;
20785;utm33;249495;6647888;
37924;utm33;-32038;6665369;
22208;utm33;392272;7324203;
22240;utm33;12659;6725529;
35023;utm33;264479;6640902;
43162;utm33;-39045;6564801;
35821;utm33;262077;6649729;
35081;utm33;263006;6649643;
35263;utm33;275810;6735875;
38282;utm33;260159;6651628;
38283;utm33;1076989;7806977;
22242;utm33;-32184;6665220;
22243;utm33;134469;7019803;
22244;utm33;239355;6682119;
22246;utm33;24574;6939092;
22262;utm33;248993;6648202;
22265;utm33;137034;6496876;
22266;utm33;169957;6744545;
22267;utm33;198563;6626176;
34661;utm33;262083;6652082;
23691;utm33;1056359;7841820;
23692;utm33;1056359;7841820;
23693;utm33;292652;6607380;
23694;utm33;310786;6598204;
23695;utm33;255571;6593209;
23696;utm33;;;
23697;utm33;279006;6615647;
23699;utm33;262254;6649760;
23700;utm33;311670;6569848;
23701;utm33;266964;6607459;
23702;utm33;292604;6593443;
23703;utm33;320838;6627828;
23704;utm33;293097;6559356;
23705;utm33;292688;6616832;
23706;utm33;254379;6596875;
23709;utm33;653481;7731577;
21553;utm33;266210;7101448;
21556;utm33;328998;7102636;
21557;utm33;288616;7057900;
21780;utm33;219607;6633945;
30843;utm33;214881;6556468;
30837;utm33;130589;6602959;
21591;utm33;100278;6980676;
30181;utm33;;;
26012;utm33;-32130;6734630;
30161;utm33;136980;6496883;
30162;utm33;260124;6651597;
24217;utm33;330650;6994992;
30221;utm33;227196;6669462;
21728;utm33;226597;6564273;
30343;utm33;252827;6706662;
24300;utm33;265386;6645396;
30441;utm33;266245;6649635;
25962;utm33;241076;6589970;
26286;utm33;;;
26288;utm33;88232;6988266;
26289;utm33;175771;7031831;
26290;utm33;307783;6643375;
26294;utm33;575488;7582299;
26295;utm33;198357;6552083;
26297;utm33;55776;6956549;
26298;utm33;254308;6596673;
26301;utm33;249631;6647187;
26302;utm33;;;
26303;utm33;;;
26306;utm33;-32123;6734440;
26309;utm33;;;
26310;utm33;;;
26311;utm33;104164;6485926;
26316;utm33;87922;6466570;
42362;utm33;136153;6497424;
42484;utm33;418391;7302866;
23773;utm33;13755;6644087;
23775;utm33;-32494;6574160;
23777;utm33;83117;6934407;
42485;utm33;-15151;6668269;
42486;utm33;-49044;6624832;
42487;utm33;-52402;6611903;
42488;utm33;-31324;6666464;
23782;utm33;89019;6466401;
23783;utm33;88147;6466560;
37882;utm33;13129;6847872;
28145;utm33;-37228;6724420;
28146;utm33;52797;6956168;
28147;utm33;474083;7462285;
28148;utm33;316888;7073556;
28149;utm33;266091;6744995;
28151;utm33;-34577;6565204;
28152;utm33;12815;6847766;
28153;utm33;267790;7031005;
28154;utm33;653977;7733920;
28155;utm33;229415;6576875;
28156;utm33;274229;6576577;
25464;utm33;131000;6602872;
23689;utm33;815356;7783596;
23820;utm33;229907;6632621;
23847;utm33;-32060;6734099;
23856;utm33;13693;6847472;
24072;utm33;460964;7355086;
